"ID";"RegioS";"Perioden";"TotaleBevolking_1";"Code_289";"Naam_290"
"18532";"GM0450";"2019JJ00";"   13528";"PV27      ";"Noord-Holland                                     "
"18533";"GM0450";"2020JJ00";"   13666";"PV27      ";"Noord-Holland                                     "
"18534";"GM0450";"2021JJ00";"   13632";"PV27      ";"Noord-Holland                                     "
"18535";"GM0450";"2022JJ00";"   13563";"PV27      ";"Noord-Holland                                     "
"18536";"GM0451";"1995JJ00";"   24581";"PV27      ";"Noord-Holland                                     "
"18537";"GM0451";"1996JJ00";"   25007";"PV27      ";"Noord-Holland                                     "
"18538";"GM0451";"1997JJ00";"   25289";"PV27      ";"Noord-Holland                                     "
"18539";"GM0451";"1998JJ00";"   25673";"PV27      ";"Noord-Holland                                     "
"18540";"GM0451";"1999JJ00";"   25945";"PV27      ";"Noord-Holland                                     "
"18541";"GM0451";"2000JJ00";"   26090";"PV27      ";"Noord-Holland                                     "
"18542";"GM0451";"2001JJ00";"   26237";"PV27      ";"Noord-Holland                                     "
"18543";"GM0451";"2002JJ00";"   26423";"PV27      ";"Noord-Holland                                     "
"18544";"GM0451";"2003JJ00";"   26680";"PV27      ";"Noord-Holland                                     "
"18545";"GM0451";"2004JJ00";"   26763";"PV27      ";"Noord-Holland                                     "
"18546";"GM0451";"2005JJ00";"   26969";"PV27      ";"Noord-Holland                                     "
"18547";"GM0451";"2006JJ00";"   26844";"PV27      ";"Noord-Holland                                     "
"18548";"GM0451";"2007JJ00";"   26977";"PV27      ";"Noord-Holland                                     "
"18549";"GM0451";"2008JJ00";"   27501";"PV27      ";"Noord-Holland                                     "
"18550";"GM0451";"2009JJ00";"   27660";"PV27      ";"Noord-Holland                                     "
"18551";"GM0451";"2010JJ00";"   28053";"PV27      ";"Noord-Holland                                     "
"18552";"GM0451";"2011JJ00";"   28114";"PV27      ";"Noord-Holland                                     "
"18553";"GM0451";"2012JJ00";"   28307";"PV27      ";"Noord-Holland                                     "
"18554";"GM0451";"2013JJ00";"   28387";"PV27      ";"Noord-Holland                                     "
"18555";"GM0451";"2014JJ00";"   28418";"PV27      ";"Noord-Holland                                     "
"18556";"GM0451";"2015JJ00";"   28731";"PV27      ";"Noord-Holland                                     "
"18557";"GM0451";"2016JJ00";"   29181";"PV27      ";"Noord-Holland                                     "
"18558";"GM0451";"2017JJ00";"   29201";"PV27      ";"Noord-Holland                                     "
"18559";"GM0451";"2018JJ00";"   29445";"PV27      ";"Noord-Holland                                     "
"18560";"GM0451";"2019JJ00";"   29424";"PV27      ";"Noord-Holland                                     "
"18561";"GM0451";"2020JJ00";"   29478";"PV27      ";"Noord-Holland                                     "
"18562";"GM0451";"2021JJ00";"   30206";"PV27      ";"Noord-Holland                                     "
"18563";"GM0451";"2022JJ00";"   31018";"PV27      ";"Noord-Holland                                     "
"18564";"GM0184";"1995JJ00";"   14466";"PV24      ";"Flevoland                                         "
"18565";"GM0184";"1996JJ00";"   14661";"PV24      ";"Flevoland                                         "
"18566";"GM0184";"1997JJ00";"   14935";"PV24      ";"Flevoland                                         "
"18567";"GM0184";"1998JJ00";"   15185";"PV24      ";"Flevoland                                         "
"18568";"GM0184";"1999JJ00";"   15451";"PV24      ";"Flevoland                                         "
"18569";"GM0184";"2000JJ00";"   15719";"PV24      ";"Flevoland                                         "
"18570";"GM0184";"2001JJ00";"   16231";"PV24      ";"Flevoland                                         "
"18571";"GM0184";"2002JJ00";"   16489";"PV24      ";"Flevoland                                         "
"18572";"GM0184";"2003JJ00";"   16748";"PV24      ";"Flevoland                                         "
"18573";"GM0184";"2004JJ00";"   17044";"PV24      ";"Flevoland                                         "
"18574";"GM0184";"2005JJ00";"   17262";"PV24      ";"Flevoland                                         "
"18575";"GM0184";"2006JJ00";"   17458";"PV24      ";"Flevoland                                         "
"18576";"GM0184";"2007JJ00";"   17585";"PV24      ";"Flevoland                                         "
"18577";"GM0184";"2008JJ00";"   17825";"PV24      ";"Flevoland                                         "
"18578";"GM0184";"2009JJ00";"   18062";"PV24      ";"Flevoland                                         "
"18579";"GM0184";"2010JJ00";"   18310";"PV24      ";"Flevoland                                         "
"18580";"GM0184";"2011JJ00";"   18678";"PV24      ";"Flevoland                                         "
"18581";"GM0184";"2012JJ00";"   18950";"PV24      ";"Flevoland                                         "
"18582";"GM0184";"2013JJ00";"   19225";"PV24      ";"Flevoland                                         "
"18583";"GM0184";"2014JJ00";"   19470";"PV24      ";"Flevoland                                         "
"18584";"GM0184";"2015JJ00";"   19705";"PV24      ";"Flevoland                                         "
"18585";"GM0184";"2016JJ00";"   19987";"PV24      ";"Flevoland                                         "
"18586";"GM0184";"2017JJ00";"   20220";"PV24      ";"Flevoland                                         "
"18587";"GM0184";"2018JJ00";"   20524";"PV24      ";"Flevoland                                         "
"18588";"GM0184";"2019JJ00";"   20776";"PV24      ";"Flevoland                                         "
"18589";"GM0184";"2020JJ00";"   21031";"PV24      ";"Flevoland                                         "
"18590";"GM0184";"2021JJ00";"   21227";"PV24      ";"Flevoland                                         "
"18591";"GM0184";"2022JJ00";"   21468";"PV24      ";"Flevoland                                         "
"18592";"GM0344";"1995JJ00";"  235625";"PV26      ";"Utrecht                                           "
"18593";"GM0344";"1996JJ00";"  234254";"PV26      ";"Utrecht                                           "
"18594";"GM0344";"1997JJ00";"  233951";"PV26      ";"Utrecht                                           "
"18595";"GM0344";"1998JJ00";"  232744";"PV26      ";"Utrecht                                           "
"18596";"GM0344";"1999JJ00";"  232718";"PV26      ";"Utrecht                                           "
"18597";"GM0344";"2000JJ00";"  233667";"PV26      ";"Utrecht                                           "
"18598";"GM0344";"2001JJ00";"  256420";"PV26      ";"Utrecht                                           "
"18599";"GM0344";"2002JJ00";"  260625";"PV26      ";"Utrecht                                           "
"18600";"GM0344";"2003JJ00";"  265151";"PV26      ";"Utrecht                                           "
"18601";"GM0344";"2004JJ00";"  270244";"PV26      ";"Utrecht                                           "
"18602";"GM0344";"2005JJ00";"  275258";"PV26      ";"Utrecht                                           "
"18603";"GM0344";"2006JJ00";"  280949";"PV26      ";"Utrecht                                           "
"18604";"GM0344";"2007JJ00";"  288401";"PV26      ";"Utrecht                                           "
"18605";"GM0344";"2008JJ00";"  294737";"PV26      ";"Utrecht                                           "
"18606";"GM0344";"2009JJ00";"  299891";"PV26      ";"Utrecht                                           "
"18607";"GM0344";"2010JJ00";"  307081";"PV26      ";"Utrecht                                           "
"18608";"GM0344";"2011JJ00";"  311367";"PV26      ";"Utrecht                                           "
"18609";"GM0344";"2012JJ00";"  316275";"PV26      ";"Utrecht                                           "
"18610";"GM0344";"2013JJ00";"  321916";"PV26      ";"Utrecht                                           "
"18611";"GM0344";"2014JJ00";"  328164";"PV26      ";"Utrecht                                           "
"18612";"GM0344";"2015JJ00";"  334176";"PV26      ";"Utrecht                                           "
"18613";"GM0344";"2016JJ00";"  338967";"PV26      ";"Utrecht                                           "
"18614";"GM0344";"2017JJ00";"  343038";"PV26      ";"Utrecht                                           "
"18615";"GM0344";"2018JJ00";"  347483";"PV26      ";"Utrecht                                           "
"18616";"GM0344";"2019JJ00";"  352866";"PV26      ";"Utrecht                                           "
"18617";"GM0344";"2020JJ00";"  357597";"PV26      ";"Utrecht                                           "
"18618";"GM0344";"2021JJ00";"  359370";"PV26      ";"Utrecht                                           "
"18619";"GM0344";"2022JJ00";"  361699";"PV26      ";"Utrecht                                           "
"18620";"GM1581";"1995JJ00";"";"";""
"18621";"GM1581";"1996JJ00";"";"";""
"18622";"GM1581";"1997JJ00";"";"";""
"18623";"GM1581";"1998JJ00";"";"";""
"18624";"GM1581";"1999JJ00";"";"";""
"18625";"GM1581";"2000JJ00";"";"";""
"18626";"GM1581";"2001JJ00";"";"";""
"18627";"GM1581";"2002JJ00";"";"";""
"18628";"GM1581";"2003JJ00";"";"";""
"18629";"GM1581";"2004JJ00";"";"";""
"18630";"GM1581";"2005JJ00";"";"";""
"18631";"GM1581";"2006JJ00";"   48957";"PV26      ";"Utrecht                                           "
"18632";"GM1581";"2007JJ00";"   48846";"PV26      ";"Utrecht                                           "
"18633";"GM1581";"2008JJ00";"   48979";"PV26      ";"Utrecht                                           "
"18634";"GM1581";"2009JJ00";"   48893";"PV26      ";"Utrecht                                           "
"18635";"GM1581";"2010JJ00";"   48801";"PV26      ";"Utrecht                                           "
"18636";"GM1581";"2011JJ00";"   48726";"PV26      ";"Utrecht                                           "
"18637";"GM1581";"2012JJ00";"   48267";"PV26      ";"Utrecht                                           "
"18638";"GM1581";"2013JJ00";"   48092";"PV26      ";"Utrecht                                           "
"18639";"GM1581";"2014JJ00";"   47951";"PV26      ";"Utrecht                                           "
"18640";"GM1581";"2015JJ00";"   48183";"PV26      ";"Utrecht                                           "
"18641";"GM1581";"2016JJ00";"   48506";"PV26      ";"Utrecht                                           "
"18642";"GM1581";"2017JJ00";"   49035";"PV26      ";"Utrecht                                           "
"18643";"GM1581";"2018JJ00";"   49314";"PV26      ";"Utrecht                                           "
"18644";"GM1581";"2019JJ00";"   49515";"PV26      ";"Utrecht                                           "
"18645";"GM1581";"2020JJ00";"   49580";"PV26      ";"Utrecht                                           "
"18646";"GM1581";"2021JJ00";"   49946";"PV26      ";"Utrecht                                           "
"18647";"GM1581";"2022JJ00";"   49981";"PV26      ";"Utrecht                                           "
"18648";"GM0981";"1995JJ00";"   10997";"PV31      ";"Limburg                                           "
"18649";"GM0981";"1996JJ00";"   10922";"PV31      ";"Limburg                                           "
"18650";"GM0981";"1997JJ00";"   10865";"PV31      ";"Limburg                                           "
"18651";"GM0981";"1998JJ00";"   10864";"PV31      ";"Limburg                                           "
"18652";"GM0981";"1999JJ00";"   10981";"PV31      ";"Limburg                                           "
"18653";"GM0981";"2000JJ00";"   10821";"PV31      ";"Limburg                                           "
"18654";"GM0981";"2001JJ00";"   10838";"PV31      ";"Limburg                                           "
"18655";"GM0981";"2002JJ00";"   10732";"PV31      ";"Limburg                                           "
"18656";"GM0981";"2003JJ00";"   10628";"PV31      ";"Limburg                                           "
"18657";"GM0981";"2004JJ00";"   10423";"PV31      ";"Limburg                                           "
"18658";"GM0981";"2005JJ00";"   10229";"PV31      ";"Limburg                                           "
"18659";"GM0981";"2006JJ00";"   10068";"PV31      ";"Limburg                                           "
"18660";"GM0981";"2007JJ00";"    9959";"PV31      ";"Limburg                                           "
"18661";"GM0981";"2008JJ00";"    9838";"PV31      ";"Limburg                                           "
"18662";"GM0981";"2009JJ00";"    9825";"PV31      ";"Limburg                                           "
"18663";"GM0981";"2010JJ00";"    9870";"PV31      ";"Limburg                                           "
"18664";"GM0981";"2011JJ00";"    9805";"PV31      ";"Limburg                                           "
"18665";"GM0981";"2012JJ00";"    9749";"PV31      ";"Limburg                                           "
"18666";"GM0981";"2013JJ00";"    9771";"PV31      ";"Limburg                                           "
"18667";"GM0981";"2014JJ00";"    9685";"PV31      ";"Limburg                                           "
"18668";"GM0981";"2015JJ00";"    9694";"PV31      ";"Limburg                                           "
"18669";"GM0981";"2016JJ00";"    9632";"PV31      ";"Limburg                                           "
"18670";"GM0981";"2017JJ00";"    9710";"PV31      ";"Limburg                                           "
"18671";"GM0981";"2018JJ00";"    9874";"PV31      ";"Limburg                                           "
"18672";"GM0981";"2019JJ00";"   10092";"PV31      ";"Limburg                                           "
"18673";"GM0981";"2020JJ00";"   10105";"PV31      ";"Limburg                                           "
"18674";"GM0981";"2021JJ00";"   10084";"PV31      ";"Limburg                                           "
"18675";"GM0981";"2022JJ00";"   10135";"PV31      ";"Limburg                                           "
"18676";"GM0283";"1995JJ00";"   13012";"PV25      ";"Gelderland                                        "
"18677";"GM0283";"1996JJ00";"   12886";"PV25      ";"Gelderland                                        "
"18678";"GM0283";"1997JJ00";"   12985";"PV25      ";"Gelderland                                        "
"18679";"GM0283";"1998JJ00";"   12962";"PV25      ";"Gelderland                                        "
"18680";"GM0283";"1999JJ00";"   13022";"PV25      ";"Gelderland                                        "
"18681";"GM0283";"2000JJ00";"   13301";"PV25      ";"Gelderland                                        "
"18682";"GM0283";"2001JJ00";"";"";""
"18683";"GM0283";"2002JJ00";"";"";""
"18684";"GM0283";"2003JJ00";"";"";""
"18685";"GM0283";"2004JJ00";"";"";""
"18686";"GM0283";"2005JJ00";"";"";""
"18687";"GM0283";"2006JJ00";"";"";""
"18688";"GM0283";"2007JJ00";"";"";""
"18689";"GM0283";"2008JJ00";"";"";""
"18690";"GM0283";"2009JJ00";"";"";""
"18691";"GM0283";"2010JJ00";"";"";""
"18692";"GM0283";"2011JJ00";"";"";""
"18693";"GM0283";"2012JJ00";"";"";""
"18694";"GM0283";"2013JJ00";"";"";""
"18695";"GM0283";"2014JJ00";"";"";""
"18696";"GM0283";"2015JJ00";"";"";""
"18697";"GM0283";"2016JJ00";"";"";""
"18698";"GM0283";"2017JJ00";"";"";""
"18699";"GM0283";"2018JJ00";"";"";""
"18700";"GM0283";"2019JJ00";"";"";""
"18701";"GM0283";"2020JJ00";"";"";""
"18702";"GM0283";"2021JJ00";"";"";""
"18703";"GM0283";"2022JJ00";"";"";""
"18704";"GM0619";"1995JJ00";"    3383";"PV28      ";"Zuid-Holland                                      "
"18705";"GM0619";"1996JJ00";"    3530";"PV28      ";"Zuid-Holland                                      "
"18706";"GM0619";"1997JJ00";"    3553";"PV28      ";"Zuid-Holland                                      "
"18707";"GM0619";"1998JJ00";"    3566";"PV28      ";"Zuid-Holland                                      "
"18708";"GM0619";"1999JJ00";"    3581";"PV28      ";"Zuid-Holland                                      "
"18709";"GM0619";"2000JJ00";"    3607";"PV28      ";"Zuid-Holland                                      "
"18710";"GM0619";"2001JJ00";"    3748";"PV28      ";"Zuid-Holland                                      "
"18711";"GM0619";"2002JJ00";"    3763";"PV28      ";"Zuid-Holland                                      "
"18712";"GM0619";"2003JJ00";"    3768";"PV28      ";"Zuid-Holland                                      "
"18713";"GM0619";"2004JJ00";"    3813";"PV28      ";"Zuid-Holland                                      "
"18714";"GM0619";"2005JJ00";"    3881";"PV28      ";"Zuid-Holland                                      "
"18715";"GM0619";"2006JJ00";"";"";""
"18716";"GM0619";"2007JJ00";"";"";""
"18717";"GM0619";"2008JJ00";"";"";""
"18718";"GM0619";"2009JJ00";"";"";""
"18719";"GM0619";"2010JJ00";"";"";""
"18720";"GM0619";"2011JJ00";"";"";""
"18721";"GM0619";"2012JJ00";"";"";""
"18722";"GM0619";"2013JJ00";"";"";""
"18723";"GM0619";"2014JJ00";"";"";""
"18724";"GM0619";"2015JJ00";"";"";""
"18725";"GM0619";"2016JJ00";"";"";""
"18726";"GM0619";"2017JJ00";"";"";""
"18727";"GM0619";"2018JJ00";"";"";""
"18728";"GM0619";"2019JJ00";"";"";""
"18729";"GM0619";"2020JJ00";"";"";""
"18730";"GM0619";"2021JJ00";"";"";""
"18731";"GM0619";"2022JJ00";"";"";""
"18732";"GM0994";"1995JJ00";"   18074";"PV31      ";"Limburg                                           "
"18733";"GM0994";"1996JJ00";"   18151";"PV31      ";"Limburg                                           "
"18734";"GM0994";"1997JJ00";"   18170";"PV31      ";"Limburg                                           "
"18735";"GM0994";"1998JJ00";"   18044";"PV31      ";"Limburg                                           "
"18736";"GM0994";"1999JJ00";"   17908";"PV31      ";"Limburg                                           "
"18737";"GM0994";"2000JJ00";"   17879";"PV31      ";"Limburg                                           "
"18738";"GM0994";"2001JJ00";"   17885";"PV31      ";"Limburg                                           "
"18739";"GM0994";"2002JJ00";"   17834";"PV31      ";"Limburg                                           "
"18740";"GM0994";"2003JJ00";"   17896";"PV31      ";"Limburg                                           "
"18741";"GM0994";"2004JJ00";"   17768";"PV31      ";"Limburg                                           "
"18742";"GM0994";"2005JJ00";"   17561";"PV31      ";"Limburg                                           "
"18743";"GM0994";"2006JJ00";"   17280";"PV31      ";"Limburg                                           "
"18744";"GM0994";"2007JJ00";"   17186";"PV31      ";"Limburg                                           "
"18745";"GM0994";"2008JJ00";"   17099";"PV31      ";"Limburg                                           "
"18746";"GM0994";"2009JJ00";"   17071";"PV31      ";"Limburg                                           "
"18747";"GM0994";"2010JJ00";"   17090";"PV31      ";"Limburg                                           "
"18748";"GM0994";"2011JJ00";"   17024";"PV31      ";"Limburg                                           "
"18749";"GM0994";"2012JJ00";"   16945";"PV31      ";"Limburg                                           "
"18750";"GM0994";"2013JJ00";"   16814";"PV31      ";"Limburg                                           "
"18751";"GM0994";"2014JJ00";"   16675";"PV31      ";"Limburg                                           "
"18752";"GM0994";"2015JJ00";"   16618";"PV31      ";"Limburg                                           "
"18753";"GM0994";"2016JJ00";"   16518";"PV31      ";"Limburg                                           "
"18754";"GM0994";"2017JJ00";"   16440";"PV31      ";"Limburg                                           "
"18755";"GM0994";"2018JJ00";"   16431";"PV31      ";"Limburg                                           "
"18756";"GM0994";"2019JJ00";"   16470";"PV31      ";"Limburg                                           "
"18757";"GM0994";"2020JJ00";"   16367";"PV31      ";"Limburg                                           "
"18758";"GM0994";"2021JJ00";"   16365";"PV31      ";"Limburg                                           "
"18759";"GM0994";"2022JJ00";"   16167";"PV31      ";"Limburg                                           "
"18760";"GM0720";"1995JJ00";"    6202";"PV29      ";"Zeeland                                           "
"18761";"GM0720";"1996JJ00";"    6168";"PV29      ";"Zeeland                                           "
"18762";"GM0720";"1997JJ00";"";"";""
"18763";"GM0720";"1998JJ00";"";"";""
"18764";"GM0720";"1999JJ00";"";"";""
"18765";"GM0720";"2000JJ00";"";"";""
"18766";"GM0720";"2001JJ00";"";"";""
"18767";"GM0720";"2002JJ00";"";"";""
"18768";"GM0720";"2003JJ00";"";"";""
"18769";"GM0720";"2004JJ00";"";"";""
"18770";"GM0720";"2005JJ00";"";"";""
"18771";"GM0720";"2006JJ00";"";"";""
"18772";"GM0720";"2007JJ00";"";"";""
"18773";"GM0720";"2008JJ00";"";"";""
"18774";"GM0720";"2009JJ00";"";"";""
"18775";"GM0720";"2010JJ00";"";"";""
"18776";"GM0720";"2011JJ00";"";"";""
"18777";"GM0720";"2012JJ00";"";"";""
"18778";"GM0720";"2013JJ00";"";"";""
"18779";"GM0720";"2014JJ00";"";"";""
"18780";"GM0720";"2015JJ00";"";"";""
"18781";"GM0720";"2016JJ00";"";"";""
"18782";"GM0720";"2017JJ00";"";"";""
"18783";"GM0720";"2018JJ00";"";"";""
"18784";"GM0720";"2019JJ00";"";"";""
"18785";"GM0720";"2020JJ00";"";"";""
"18786";"GM0720";"2021JJ00";"";"";""
"18787";"GM0720";"2022JJ00";"";"";""
"18788";"GM0858";"1995JJ00";"   30780";"PV30      ";"Noord-Brabant                                     "
"18789";"GM0858";"1996JJ00";"   31020";"PV30      ";"Noord-Brabant                                     "
"18790";"GM0858";"1997JJ00";"   31284";"PV30      ";"Noord-Brabant                                     "
"18791";"GM0858";"1998JJ00";"   31182";"PV30      ";"Noord-Brabant                                     "
"18792";"GM0858";"1999JJ00";"   31090";"PV30      ";"Noord-Brabant                                     "
"18793";"GM0858";"2000JJ00";"   31089";"PV30      ";"Noord-Brabant                                     "
"18794";"GM0858";"2001JJ00";"   31008";"PV30      ";"Noord-Brabant                                     "
"18795";"GM0858";"2002JJ00";"   31163";"PV30      ";"Noord-Brabant                                     "
"18796";"GM0858";"2003JJ00";"   31111";"PV30      ";"Noord-Brabant                                     "
"18797";"GM0858";"2004JJ00";"   31091";"PV30      ";"Noord-Brabant                                     "
"18798";"GM0858";"2005JJ00";"   31057";"PV30      ";"Noord-Brabant                                     "
"18799";"GM0858";"2006JJ00";"   30924";"PV30      ";"Noord-Brabant                                     "
"18800";"GM0858";"2007JJ00";"   30908";"PV30      ";"Noord-Brabant                                     "
"18801";"GM0858";"2008JJ00";"   30867";"PV30      ";"Noord-Brabant                                     "
"18802";"GM0858";"2009JJ00";"   30871";"PV30      ";"Noord-Brabant                                     "
"18803";"GM0858";"2010JJ00";"   30725";"PV30      ";"Noord-Brabant                                     "
"18804";"GM0858";"2011JJ00";"   30622";"PV30      ";"Noord-Brabant                                     "
"18805";"GM0858";"2012JJ00";"   30666";"PV30      ";"Noord-Brabant                                     "
"18806";"GM0858";"2013JJ00";"   30584";"PV30      ";"Noord-Brabant                                     "
"18807";"GM0858";"2014JJ00";"   30335";"PV30      ";"Noord-Brabant                                     "
"18808";"GM0858";"2015JJ00";"   30234";"PV30      ";"Noord-Brabant                                     "
"18809";"GM0858";"2016JJ00";"   30262";"PV30      ";"Noord-Brabant                                     "
"18810";"GM0858";"2017JJ00";"   30516";"PV30      ";"Noord-Brabant                                     "
"18811";"GM0858";"2018JJ00";"   30654";"PV30      ";"Noord-Brabant                                     "
"18812";"GM0858";"2019JJ00";"   30910";"PV30      ";"Noord-Brabant                                     "
"18813";"GM0858";"2020JJ00";"   31193";"PV30      ";"Noord-Brabant                                     "
"18814";"GM0858";"2021JJ00";"   31221";"PV30      ";"Noord-Brabant                                     "
"18815";"GM0858";"2022JJ00";"   31236";"PV30      ";"Noord-Brabant                                     "
"18816";"GM0047";"1995JJ00";"   28315";"PV20      ";"Groningen                                         "
"18817";"GM0047";"1996JJ00";"   28540";"PV20      ";"Groningen                                         "
"18818";"GM0047";"1997JJ00";"   28639";"PV20      ";"Groningen                                         "
"18819";"GM0047";"1998JJ00";"   28476";"PV20      ";"Groningen                                         "
"18820";"GM0047";"1999JJ00";"   28217";"PV20      ";"Groningen                                         "
"18821";"GM0047";"2000JJ00";"   28218";"PV20      ";"Groningen                                         "
"18822";"GM0047";"2001JJ00";"   28328";"PV20      ";"Groningen                                         "
"18823";"GM0047";"2002JJ00";"   28304";"PV20      ";"Groningen                                         "
"18824";"GM0047";"2003JJ00";"   28397";"PV20      ";"Groningen                                         "
"18825";"GM0047";"2004JJ00";"   28275";"PV20      ";"Groningen                                         "
"18826";"GM0047";"2005JJ00";"   28250";"PV20      ";"Groningen                                         "
"18827";"GM0047";"2006JJ00";"   28185";"PV20      ";"Groningen                                         "
"18828";"GM0047";"2007JJ00";"   28117";"PV20      ";"Groningen                                         "
"18829";"GM0047";"2008JJ00";"   28058";"PV20      ";"Groningen                                         "
"18830";"GM0047";"2009JJ00";"   27995";"PV20      ";"Groningen                                         "
"18831";"GM0047";"2010JJ00";"   28024";"PV20      ";"Groningen                                         "
"18832";"GM0047";"2011JJ00";"   27981";"PV20      ";"Groningen                                         "
"18833";"GM0047";"2012JJ00";"   27920";"PV20      ";"Groningen                                         "
"18834";"GM0047";"2013JJ00";"   27914";"PV20      ";"Groningen                                         "
"18835";"GM0047";"2014JJ00";"   27792";"PV20      ";"Groningen                                         "
"18836";"GM0047";"2015JJ00";"   27695";"PV20      ";"Groningen                                         "
"18837";"GM0047";"2016JJ00";"   27467";"PV20      ";"Groningen                                         "
"18838";"GM0047";"2017JJ00";"   27527";"PV20      ";"Groningen                                         "
"18839";"GM0047";"2018JJ00";"   27508";"PV20      ";"Groningen                                         "
"18840";"GM0047";"2019JJ00";"   27491";"PV20      ";"Groningen                                         "
"18841";"GM0047";"2020JJ00";"   27384";"PV20      ";"Groningen                                         "
"18842";"GM0047";"2021JJ00";"   27417";"PV20      ";"Groningen                                         "
"18843";"GM0047";"2022JJ00";"   27466";"PV20      ";"Groningen                                         "
"18844";"GM0345";"1995JJ00";"   54027";"PV26      ";"Utrecht                                           "
"18845";"GM0345";"1996JJ00";"   55325";"PV26      ";"Utrecht                                           "
"18846";"GM0345";"1997JJ00";"   56688";"PV26      ";"Utrecht                                           "
"18847";"GM0345";"1998JJ00";"   58139";"PV26      ";"Utrecht                                           "
"18848";"GM0345";"1999JJ00";"   59149";"PV26      ";"Utrecht                                           "
"18849";"GM0345";"2000JJ00";"   59875";"PV26      ";"Utrecht                                           "
"18850";"GM0345";"2001JJ00";"   60392";"PV26      ";"Utrecht                                           "
"18851";"GM0345";"2002JJ00";"   60669";"PV26      ";"Utrecht                                           "
"18852";"GM0345";"2003JJ00";"   60953";"PV26      ";"Utrecht                                           "
"18853";"GM0345";"2004JJ00";"   61111";"PV26      ";"Utrecht                                           "
"18854";"GM0345";"2005JJ00";"   61381";"PV26      ";"Utrecht                                           "
"18855";"GM0345";"2006JJ00";"   61669";"PV26      ";"Utrecht                                           "
"18856";"GM0345";"2007JJ00";"   61706";"PV26      ";"Utrecht                                           "
"18857";"GM0345";"2008JJ00";"   61769";"PV26      ";"Utrecht                                           "
"18858";"GM0345";"2009JJ00";"   62008";"PV26      ";"Utrecht                                           "
"18859";"GM0345";"2010JJ00";"   62053";"PV26      ";"Utrecht                                           "
"18860";"GM0345";"2011JJ00";"   62267";"PV26      ";"Utrecht                                           "
"18861";"GM0345";"2012JJ00";"   62870";"PV26      ";"Utrecht                                           "
"18862";"GM0345";"2013JJ00";"   63032";"PV26      ";"Utrecht                                           "
"18863";"GM0345";"2014JJ00";"   63252";"PV26      ";"Utrecht                                           "
"18864";"GM0345";"2015JJ00";"   63440";"PV26      ";"Utrecht                                           "
"18865";"GM0345";"2016JJ00";"   63816";"PV26      ";"Utrecht                                           "
"18866";"GM0345";"2017JJ00";"   64277";"PV26      ";"Utrecht                                           "
"18867";"GM0345";"2018JJ00";"   64918";"PV26      ";"Utrecht                                           "
"18868";"GM0345";"2019JJ00";"   65589";"PV26      ";"Utrecht                                           "
"18869";"GM0345";"2020JJ00";"   66493";"PV26      ";"Utrecht                                           "
"18870";"GM0345";"2021JJ00";"   66912";"PV26      ";"Utrecht                                           "
"18871";"GM0345";"2022JJ00";"   67671";"PV26      ";"Utrecht                                           "
"18872";"GM0717";"1995JJ00";"    5040";"PV29      ";"Zeeland                                           "
"18873";"GM0717";"1996JJ00";"    5089";"PV29      ";"Zeeland                                           "
"18874";"GM0717";"1997JJ00";"   22100";"PV29      ";"Zeeland                                           "
"18875";"GM0717";"1998JJ00";"   22183";"PV29      ";"Zeeland                                           "
"18876";"GM0717";"1999JJ00";"   22096";"PV29      ";"Zeeland                                           "
"18877";"GM0717";"2000JJ00";"   22069";"PV29      ";"Zeeland                                           "
"18878";"GM0717";"2001JJ00";"   22031";"PV29      ";"Zeeland                                           "
"18879";"GM0717";"2002JJ00";"   21985";"PV29      ";"Zeeland                                           "
"18880";"GM0717";"2003JJ00";"   22087";"PV29      ";"Zeeland                                           "
"18881";"GM0717";"2004JJ00";"   22130";"PV29      ";"Zeeland                                           "
"18882";"GM0717";"2005JJ00";"   22039";"PV29      ";"Zeeland                                           "
"18883";"GM0717";"2006JJ00";"   21946";"PV29      ";"Zeeland                                           "
"18884";"GM0717";"2007JJ00";"   21950";"PV29      ";"Zeeland                                           "
"18885";"GM0717";"2008JJ00";"   21998";"PV29      ";"Zeeland                                           "
"18886";"GM0717";"2009JJ00";"   21960";"PV29      ";"Zeeland                                           "
"18887";"GM0717";"2010JJ00";"   21914";"PV29      ";"Zeeland                                           "
"18888";"GM0717";"2011JJ00";"   21926";"PV29      ";"Zeeland                                           "
"18889";"GM0717";"2012JJ00";"   21959";"PV29      ";"Zeeland                                           "
"18890";"GM0717";"2013JJ00";"   21903";"PV29      ";"Zeeland                                           "
"18891";"GM0717";"2014JJ00";"   21868";"PV29      ";"Zeeland                                           "
"18892";"GM0717";"2015JJ00";"   21926";"PV29      ";"Zeeland                                           "
"18893";"GM0717";"2016JJ00";"   21960";"PV29      ";"Zeeland                                           "
"18894";"GM0717";"2017JJ00";"   21900";"PV29      ";"Zeeland                                           "
"18895";"GM0717";"2018JJ00";"   21867";"PV29      ";"Zeeland                                           "
"18896";"GM0717";"2019JJ00";"   21835";"PV29      ";"Zeeland                                           "
"18897";"GM0717";"2020JJ00";"   21880";"PV29      ";"Zeeland                                           "
"18898";"GM0717";"2021JJ00";"   21953";"PV29      ";"Zeeland                                           "
"18899";"GM0717";"2022JJ00";"   21850";"PV29      ";"Zeeland                                           "
"18900";"GM0860";"1995JJ00";"   34252";"PV30      ";"Noord-Brabant                                     "
